text,label_class,label
您好根尖周病病症是啥,临床表现(病症表现),3
睡起来后左边太阳穴头疼，可以洗头发吗？会不会加重,其他,12
最近晚上睡觉总是失眠，白天也睡不着该怎么办呢？如何治疗失眠啊？,治疗方法,5
胱氨酸b6鱼肝油治疗脂溢性头发能不能一起服用,禁忌,9
药流成功了，留出来了孕囊，但是药流20多天后有点想吐会不会出现有两个只打掉了一个的可能（未同房）,病因,1
宝宝老爱摇头怎么回事啊？是有小儿多动症吗？还是没什么问题啊？好担心！,定义,0
流产后的残留物怎么办,治疗方法,5
患上纤维性痔疮已经有一年，想咨询纤维性痔疮是什么引起的呢要注意哪些？,其他,12
感觉胸口堵的慌，而且一呼吸就特别疼，很难受，想吐,临床表现(病症表现),3
胸膜炎复查是要照胸片吗,治疗方法,5
高血压引起的耳鸣,病因,1
她有两年多病吏，现在经长左后背疼，请问是不是肺结核引起的？,病因,1
医生有说是天然的可以长期吃。有谁吃过的可以说一下吗？要怎样才可以改善这种症状？,其他,12
女朋友的妈妈得了心房颤动，女友说心跳很弱但是心跳的次数很多，女朋友担心她的母亲身体不正常，请问心房颤动每分钟心跳多少次？,临床表现(病症表现),3
什么是心悸怔忡,定义,0
我老公，勃起时候阴茎不粗只有25厘米的直径，长度只有13厘米该服用那种药物,其他,12
得了慢性肺气肿。不喘也不咳。只感觉胸闷。吃多了荔枝和辣椒，第二天开始就有咳嗽。,临床表现(病症表现),3
过敏性哮喘怎么预防？,预防,2
肺气肿的发病原因是什么？,病因,1
我现在是有间质性肺炎的，不知道这个发病的原因是什么呢，这个后期可以治疗的痊愈吗请问间质性肺炎的病因体有？,其他,12
宝宝4个月便秘怎么办,治疗方法,5
里急后重严重，晚上去3次厕所，便量少;大便稀，没便血症状！肛门痛，小腹疼痛。情绪易激动，要吃些什么药？,治疗方法,5
我想请问一下，尿道发疼，尿频但少，是怎么了,临床表现(病症表现),3
心包破损伤是什么病？,定义,0
婴儿可以经常葡萄糖水吗,禁忌,9
您好，郭大夫，我两只手都是小指和无名指麻木，您说是怎么回事呢,临床表现(病症表现),3
直肠息肉活检钳切除后多长时间复查,其他,12
脑疝的发病部位多是哪里？,定义,0
请问可有同类替换药物怎么说的呢不懂啊,其他,12
容易感冒容易疲劳精神不怎么好,临床表现(病症表现),3
克龄蒙主要用来治疗什么疾病，要怎么用才有效？,其他,12
咳嗽打嗝，咳嗽急时压这一口气出不来，憋的特别难受，需要慢慢呼吸换解，过后就不停的打嗝好多次，憋的胸疼，头晕的,治疗方法,5
高血压，手臂发麻，怎么办,治疗方法,5
三个月半的宝宝半边脸红正常吗？有妈妈知道是怎么回事吗？,病因,1
左手关节中有个血管瘤你好:…我孩子5个月大，检查出左手关节的地方有个血管瘤压住手神经，想去医院看内蒙古婴儿的血管瘤挂什么科？,所属科室,6
小孩咳嗽厉害，睡觉呕吐，一天吐好几次。,治疗方法,5
我是原发性高血压，每天头痛或晖，低压90高压150左右。一直没用药，近期很严重，不知吃什么药能控制住,其他,12
黄体血肿需要做什么检查,化验/体检方案,10
阴茎短小，有办法解决吗,治疗方法,5
为什么肿瘤患者不宜吃人参,定义,0
大便的时候肛门疼怎么治,治疗方法,5
我家孩子长的血管瘤9厘米在膝盖上的血管瘤，医生说不能动手术那能治好吗，内蒙古婴儿膝盖长了海绵状的血管瘤治疗方法有哪些？,治疗方法,5
请问草酸艾司西酞普兰片是国产的还是进口的吗,其他,12
冒昧问一下可以介绍锁喉毒的释义,定义,0
尿分叉是什么样子的？,定义,0
请问一下，要计划怀孕，男方一直在咳嗽，用药断断续续，影响宝宝的健康不,治疗方法,5
刚出生的婴儿黄疸什么时候消失？,定义,0
尿常规检查有隐血：125,化验/体检方案,10
请问阴唇内测有许多小白点是不是尖锐湿疣？怎么治疗？,治疗方法,5
今天不小心摔倒，膝盖现在发紫，肿痛，但是我患有糖尿病，可以使用脉血康胶囊(信邦)吗？,禁忌,9
医生你好我想问下，我尿道炎应该吃什么药好？,治疗方法,5
类风湿性关节炎肾损害治疗周期？,治疗时间,11
谷维素治疗早博吗?他能和复方丹参一起用的吗?我服用曼西律不管用，治疗早博可以吃吗?,其他,12
复方丹参片能治眼花吗，这个病能用点什么来调理一下。,其他,12
最近在工厂坐着打寒假工，不知是不是坐得太久了，这两天屁眼疼疼的！请问是什么原因呢？怎样才能消疼呢？谢谢！,治疗方法,5
是外伤引起的脑出血整个左半身大脑不会支配,临床表现(病症表现),3
肛门痛是结肠癌的症状还是痔疮？结肠癌发病部位是哪里呀,其他,12
发烧，有点尿频，月经推迟好久,临床表现(病症表现),3
怎么治疗颅骨缺损,治疗方法,5
法洛四联症的症状是什么？,定义,0
胳膊不时有点痛不在关节上，就是胳膊中间骨头痛,临床表现(病症表现),3
升主动脉瘤是什么病,定义,0
肾上腺素95比参考值高。这是什么意思,其他,12
"谷维素的话是不是可以治疗神经性紊乱导致的早博,但是不确定早博是否是这个原因导致的?",病因,1
打扰问一下血小板促凝活性异常应该看啥医生,所属科室,6
甲钴胺片可以治疗啥样的病的呢，甲钴胺的治疗效果怎么样的啊,其他,12
这两天，心脏经常疼，每次只疼十几秒，是为什么,临床表现(病症表现),3
您好坏死性结节病样肉芽肿病痊愈几率,治愈率,8
强迫症为什么打人,临床表现(病症表现),3
打扰问一下尿道上裂会传染给其他人吗？,传染性,7
我这段时间感觉头发闷，注意力不集中，最近到半夜的时候都睡不着。应该怎么服用此药呢？,治疗方法,5
医生你好：为什么我老婆恶心的时候腹痛。,病因,1
1岁宝宝得痔疮怎么办?,治疗方法,5
胃前壁0.3cm息肉无充血糜烂及溃疡,其他,12
急性化脓性胃炎应该看啥医生,所属科室,6
心绞痛会哽气吗,临床表现(病症表现),3
"支气管扩张,经常咳血有什么方法治疗",治疗方法,5
请问，桂附地黄丸和腰痛宁胶囊、颈复康颗粒能同吃吗？医生你说说看。,禁忌,9
请问是不是得了痔疮出现的症状和直肠癌症状一样就肯定是直肠癌了？,病因,1
医院检查脑供血不足，高血压，吃这个管事嘛,其他,12
有痔疮能顺产吗,其他,12
小女孩围绕肚子眼周围天天痛是什么病,临床表现(病症表现),3
前段时间去县城的医院面诊来，医生介绍说这是血管瘤，让我们回家观察，其他的就没有多说什么了，我想知道内蒙古婴儿口腔上颌血管瘤什么时间治疗？,治疗时间,11
糖尿病和高血压可以看啥科室,所属科室,6
手指被酸伤现在怎么办,临床表现(病症表现),3
为什么我吸了气，有一股想吐的感觉，吐不出来。只能咳嗽。,临床表现(病症表现),3
"复方地芬诺酯片,孕妇能吃吗?",禁忌,9
大阴唇内侧不光滑有肉粒很密集，为什么？长了一个不知道什么东西但是上边也有肉粒很像尖锐湿疣，是不是？,其他,12
能否介绍一下脑垂体腺瘤是啥意思,定义,0
22年前做过鼻咽癌放疗，现在舌头萎缩厉害，能康复治疗吗,治疗方法,5
请教一下感冒有什么一并发生,相关病症,4
请教一下肺吸虫病能否治好,治愈率,8
4岁小孩肚子阵痛,临床表现(病症表现),3
最近总是尿频，睡觉时还全身酸痛是怎么回事,临床表现(病症表现),3
快50岁，姨妈快完了，但是连续几个月，都过不去，是什么原因,临床表现(病症表现),3
血压低会有心脏病吗,相关病症,4
做CT确定L椎体是左侧横突骨折，请问这个骨折是指陈旧性骨折还是新生骨折呢,其他,12
打扰问一下椎间隙感染如何体检,化验/体检方案,10
如果得了白睛溢血看什么医生,所属科室,6
硝苯地平控释片有什么功效，长期服用的话会怎样？,其他,12
室性期前收缩是什么病,定义,0
请问得了胆道出血治疗几天,治疗时间,11
肛周长小疙瘩，便血，得了痔疮。多吃什么比较好？,预防,2
我家孩子睡觉抽搐吐白沫该怎么办呢？我吓死啦，现在宝宝在急诊室，大家说是干嘛了啦？,其他,12
肛门有大便残留怎么办,治疗方法,5
女人晚上睡不着觉原因？担心继续这样会影响到胎宝宝的发育，亲们跟我说说。,病因,1
本人之前查出有哮喘，后来在医院治疗一段时间没什么效果，那医生还说哮喘没法治，我现在想问哮喘能治愈吗？,治愈率,8
什么是支气管炎,定义,0
二个月前跟一个女网友做爱了没戴套，最近龟头那里好像多了一些小肉粒，龟头侧面还有一个红点。,临床表现(病症表现),3
问一下血管内皮瘤要做什么化验治疗吗,化验/体检方案,10
老是不好，男性小便刺痛发生这种情况一段日子了，有什么药可以吃？,治疗方法,5
请问月经量多会是什么原因引起的？,病因,1
脑梗死恢复期半年多了走路还一瘸一拐，怎么回事？,病因,1
在吃消炎药。但是现在还是会有脓水流出。这算不算正常还是发炎？想知道洗澡有没有关系,其他,12
第五跖骨断28天，今天突然没站稳，本能反应脚尖用着地了，会有问题吗？谢谢!,其他,12
刚怀孕40天，肛门疼，大便时滴血，对胎儿是否有影响？,其他,12
尿道痒痒是怎么回事？,病因,1
抱着睡踏实，吓醒哭两声拍拍也就睡了怎么办好啊？用那个药物解决啊？,其他,12
急性心肌梗死是什么病,定义,0
心绞痛的症状是什么引起的,定义,0
手腕肌腱断裂后能恢复好吗,治愈率,8
舅舅得了心房颤动，表哥们想让他吃好一点，不要在因为饮食而出现其他问题，请问心房颤动的病人吃什么东西对身体好？,预防,2
请问月经延长经量增多怎么办？,治疗方法,5
哮喘病人适合什么锻炼,其他,12
怎么办，膀胱炎很是担心呀，这种情况严重吗？,其他,12
"痔疮手术大半年后大出血是怎么回事,热情",病因,1
您好染色体异常伴发的精神障碍现象,临床表现(病症表现),3
哮喘的症状有哪些?我感觉自己可能得哮喘了。,临床表现(病症表现),3
大便出血%20是什么原因,病因,1
脸上血管瘤怎么治,治疗方法,5
我月初的时候检查出有外阴尖锐湿疣，请问除了手术治疗还有没有其他比较有效的治疗方法呢？,治疗方法,5
左下腹部舒服，尿多。小便后好一点，是什么回事？请教大夫。,临床表现(病症表现),3
你好，请问硝酸甘油可以有效的急救心脏停搏吗？用法用量是多少？,其他,12
现在怀孕三个月了，每天不定时段心慌，心跳的厉害，没怀孕的时候有时候也会心跳加速，心慌，请问这会对孩子有影响吗？,相关病症,4
小儿麻痹症是什么？我听到有宝妈讨论小儿麻痹症的，我好奇的，谁知道小儿麻痹症是什么？,定义,0
请问月经过多、经期过长的原因及治疗方法是什么？,治疗方法,5
您好小儿呼吸道合胞病毒肺炎有什么其他病并发,相关病症,4
妈妈患有糖尿病，不是很严重，只是她最近上火也很严重，可能是发炎了,治疗方法,5
半夜突然肚子疼，怎么办？,病因,1
屁眼老是湿湿的是怎么回事。,病因,1
心慌的老人吃了管用吗？给我一个比较好的建议，,其他,12
就是有的时候会来一些，白色的液体，相月经一样特别长,治疗方法,5
早期孕妇失眠怎么办，怀孕早期出现失眠的情况请问有些什么好的办法可以改善过来呀？,治疗方法,5
什么动物有强迫症,其他,12
那怎么确诊是不是尖锐湿疣呢？我现在在用洗液和康复凝胶去看了大夫，建议我，一直用药大夫说不像尖锐湿疣！,临床表现(病症表现),3
结肠炎的食疗？,治疗方法,5
晚上睡觉心悸怎么办,治疗方法,5
你好，我想在徐州铜山区给老人买点彼迈乐盐酸舍曲林片，请问哪些药店里可以卖到呢？,其他,12
周期性麻痹会影响怀孕吗？,相关病症,4
宝宝智力开发有哪些更好的方法吗？比如有什么书籍后者智力玩具推荐吗？,其他,12
室间隔完整的肺动脉闭锁是什么病,定义,0
我想问问心脾两虚，气短心悸，失眠多梦，可以用归脾丸吗？,治疗方法,5
女25岁，睡觉前老有想上厕所的感觉。而且以前一整晚不上厕所，最近一段时间总是半夜起来上厕所。请问是怎么回事？,病因,1
请问吃甜的东西经常想吐痰怎么回事,病因,1
如何预防颅骨骨膜窦,预防,2
血栓性疾病为何会导致心肌梗死、脑梗死这类疾病的发生？,相关病症,4
你好，麻烦问一下楔状缺损的症状是什么,临床表现(病症表现),3
尿急一个月，输的左氧不见效，郁闷，不知道怎么办，化验尿也没事,治疗方法,5
打扰问一下产气杆菌肠炎会传给孕妇吗,传染性,7
心绞痛如何判断,临床表现(病症表现),3
小便时疼痛带血，，，怎么回事,病因,1
阴茎短小可以增大吗？,其他,12
问一下能否介绍一下卵巢病是什么意思？,定义,0
中年人高血压心绞痛怎么办,治疗方法,5
胃神经纤维瘤是什么病？,定义,0
两天前就停了中药，今天觉得口干喉干，喉痒痒的，咳咳有点啖，是怎么回事？,临床表现(病症表现),3
男士，六十岁，有心肌病能吃阿胶吗？,治疗方法,5
请问得了宫颈炎有什么一并发生,相关病症,4
如果得了肠子宫内膜异位治好得多少年,治疗时间,11
如何才可以逃开小儿遗尿,预防,2
不动手术如何治疗内痔？,治疗方法,5
孩子挂了一个星期的吊针，肚子还痛怎么回事？,治疗方法,5
骨骺点状发育不良病症是啥,临床表现(病症表现),3
咳嗽一段时间了打针吃药也不起作用每晚咳得想死整晚整晚的咳睡不了觉,相关病症,4
你好，我想买盐酸芬氟拉明片，有吗？,其他,12
心包缩窄的治疗与预防方法有哪些？,其他,12
二十的男生身高不高，怎么能长高？全新GRT生物干预技术怎么样？,其他,12
请问，在服用氢溴酸西酞普兰片时要注意些什么？？,禁忌,9
我想请问一下，女性尿频尿急尿多但是不痛是怎么回事,临床表现(病症表现),3
尿酸偏高吃利舒康胶囊有用吗，平时有什么方法可以用的,其他,12
请问早孕测试出来的准确度高么？,其他,12
脑膜瘤术后复查第三年需做核磁共振吗？另外核磁共振当天可以取到结果吗？谢谢,其他,12
您好，贲门失迟缓征；慢性胃炎、胃下垂怎么治疗？,治疗方法,5
您好包皮炎的治疗周期,治疗时间,11
服用天麻头痛片可以治疗头痛吗？有副作用吗？,其他,12
卵泡可能不破就排出吗？为什么还是腹痛？,其他,12
患上了外痔有哪些症状？,相关病症,4
心绞痛抽血化验什么,其他,12
心肌梗塞并发心室间隔穿破是什么病,定义,0
"痔疮手术后大便后肛肠头下来,手压才进去，怎么办？",治疗方法,5
心绞痛能办了低保吗,其他,12
心绞痛发作时吃救心丸管用吗,治疗方法,5
女人小便次数多，是怎么回事。,病因,1
先天性感觉性神经病是什么病,定义,0
2个肉芽，看上去里面好像还没长皮，是由于炎症引起还是没有恢复好，复查时主治医生说是水肿，应怎样护理？,预防,2
怎么才能治好轻度外痔？,治疗方法,5
有家族心脏病史，病情的发生需要怎么才能解除。,治疗方法,5
鼻咽癌鼻炎怎么治疗？,治疗方法,5
是想买该药来治疗肺气肿的，我是听该药的口碑还是很不错的，见该药的功效也算是蛮适合我的。,其他,12
哪个品牌的五子衍宗丸效果比较好啊，我现在更年期虚弱想调理一下,其他,12
刚刚吃五片三唑仑会有生命危险吗。平时会莫名其妙的焦虑。,其他,12
心包破损伤是怎么回事？,临床表现(病症表现),3
慢阻肺用什么消炎药好,治疗方法,5
请问外阴毛痒局部起泡肛门处容易破是怎么回事？,临床表现(病症表现),3
特发性扭转性肌张力不全是什么病,定义,0
你好，麻烦问一下解释一下化学烧伤的介绍,定义,0
顽固性强迫症怎么治疗,治疗方法,5
内江哪里治疗便秘好，可以服用泻药吗?,治疗方法,5
我得了湿疣，不多在阴道壁上，就俩处，激光完了又复发了咋办？,临床表现(病症表现),3
心包摩擦音的治疗与预防方法有哪些？,其他,12
变异性哮喘有什么症状,临床表现(病症表现),3
胃难受恶心一直没有消失是什么原因,临床表现(病症表现),3
痔疮的原因有哪些？,病因,1
班里有男同学得了肺结核住院了，我男朋友以前用他杯子喝过水，最近学校给做了肺结核皮试，男朋友做皮试的地方红肿了肿的挺大，请问这是感染了吗？,传染性,7
心绞痛按着胸口会痛吗,定义,0
请问月经前后有偏头疼是怎么回事？,病因,1
参松养心胶囊能用来治疗房性早搏吗?,病因,1
我15岁，白带就想豆腐渣一样，是什么情况,临床表现(病症表现),3
请问卵子有的小影响正常怀孕吗？,其他,12
曾有过肛瘘且复发过一次肛瘘，肛门附近长一个小疙瘩，是肛周脓肿，没化脓，现在在挂水，请问现在这个情况该怎么办？,相关病症,4
痔疮如何调养,治疗方法,5
其他时候都不会就是跑步之后，胸口的位置就会很堵喘不上气的感觉，胸口正中心的位置还有疼痛感是为什么，本人有抽了几年的烟,临床表现(病症表现),3
做完痔疮手术后能吃中药来消炎止痛吗？,禁忌,9
孩子不爱喝葡萄糖酸钙怎么办，喂她喝就跑，要是强制的话还吐,其他,12
男二十岁患血栓外痔一个月，想了解初期是如何治疗的？,治疗方法,5
你好，麻烦问一下手足皲裂会传给孕妇吗,传染性,7
心包内出血是怎么回事？,定义,0
是想要买该药来降血脂的，听别人说该药的效果还是很不错的，就想要买该药来服用了。,其他,12
医生说是过敏性咳嗽，从去年开始的，现在又开始咳嗽！医生说还是过敏性！该怎么办？,治疗方法,5
尿酸711，尿素7.56，肌酐153·3,其他,12
支气管扩张反复少量咯血怎么办,治疗方法,5
我低血压，气血不足，身体虚弱，脸上还过敏了，该吃什么药？,定义,0
怎么做防范肠梨形鞭毛虫病,预防,2
脊灰疫苗跟小儿麻痹疫苗什么时候接种最合适呀？小孩接种疫苗以后在饮食方面需要注意些什么呀？,其他,12
复方羊角片是不是可以用于治疗偏头痛的呢？有禁忌吗？要吃多久才能有效果呢？,其他,12
药流孕囊流出来的感觉怎么办？,治疗方法,5
宝宝拉肚子吃不进药，怎么办？,治疗方法,5
八个月的宝宝夏季拉肚子怎么办,治疗方法,5
膀胱憩室治好的可能性,治愈率,8
经痛特别痛，缓解不了,临床表现(病症表现),3
癫痫病作为一种频繁的疾病，其病因是非常多的，人们患上癫痫病很多时候都不知道原因，那么引发原发性癫痫病的因素有什么呢?,病因,1
心肌梗死有哪些治疗措施？,治疗方法,5
家里的妻子最近总是莫名其妙的昏倒，带她去做了检查，医生说得了持续性房颤，我很担心，我想知道持续性房颤的病因有什么？,病因,1
什么是心脏早搏？,定义,0
同型半胱氨酸17.92偏高，有过脑梗塞病史，怎么预防减低氨酸,预防,2
男性尿道炎吃什么药比较好？,治疗方法,5
我是hpv43、81低危，怎么办，我不知道是不是长出尖锐湿疣了,临床表现(病症表现),3
我月经第4天可以用精油做背吗？,其他,12
频发房性早搏要怎么处理？,治疗方法,5
四个月的宝宝吐奶有酸奶味正常吗,病因,1
易激惹是怎么回事？,定义,0
请教一下平滑骨肉瘤要治多久,治疗时间,11
缩窄性心包炎是什么，有什么症状？,其他,12
尿道口渗血丝尿黄刚拉完小便一下子又想拉，拉完有时侯有点不舒服感觉,临床表现(病症表现),3
三叉神经营养性损害要做哪些检查,化验/体检方案,10
心绞痛应如何分型,定义,0
手淫会导致阴茎短小吗？,病因,1
如果得了子喑需要做什么检查,化验/体检方案,10
有没有人可以告诉我的是，海带不仅含碘量高，不知对身体是有什么好处的呢？,其他,12
如果得了蚕食性角膜溃疡有什么一并出现,相关病症,4
今天早上凌晨两点醒来就睡不着了是怎么了呢？感觉胎动也很明显，是胎儿缺氧了么？,其他,12
5周前有过高危行为，请问医生龟头下端的白色点点是尖锐湿疣吗？,临床表现(病症表现),3
内分泌吃什么药好，内分泌药哪种见效快啊，内分泌失调，要吃什么呢？,其他,12
你好，我想请问一下安宫牛黄丸有什么注意事项,禁忌,9
舌头只要是大脑想要舌头干嘛，舌头就不听使唤的动啦起来,其他,12
你好，治疗小孩癫痫，请问，丙戊酸钠缓释片吃了对智力有影响吗？,禁忌,9
主-肺动脉隔缺损是什么病,定义,0
达州哪里肛肠医院治疗便秘好怎样才能解决便秘,治疗方法,5
冬天容易发痒，情绪一上来热起来就痒得不得了，平时发痒都是立马用冷水擦下就不痒了，,临床表现(病症表现),3
打扰问一下胸降主动脉动脉瘤应该看啥医生,所属科室,6
问一下肱骨髁上骨折我会感染吗,传染性,7
你好，我想请问一下服用安宫牛黄丸有什么禁忌，谢谢,禁忌,9
低血糖来时要怎么注意保养,治疗方法,5
咳嗽有黄痰一个星期了还没好,治疗方法,5
小孩说话晚是什么原因啊？是不是智力不达标还是舌头有什么问题呢？,病因,1
"脖子上的血管瘤能治疗好吗？,我家孩子在脖子上长有血管瘤，红色，稍微有凸起的，内蒙古婴儿的血管瘤在脖子上，危害大不？",治疗方法,5
如何理解胆管结石与胆管炎是什么意思？,定义,0
胃节律紊乱综合征能治好不,治愈率,8
心跳过缓早搏，有没有什么关系？会不会对身体有害？,其他,12
冒昧问一下肠梗阻检查什么,化验/体检方案,10
孕晚期，准备预产期，得了痔疮，大便出血，疼，怎么办？,治疗方法,5
我经常在夜总会上班，所以不小心得了尖锐湿疣这个病，刚查出来大概能有两周多吧，不知道这个病能不能治愈啊？请问谁知道麻烦告诉告诉我,治愈率,8
拍个片也没检查什么出来，痛的时候晚上睡不着觉，是怎么回事？,病因,1
检验B超是前列腺肥大,其他,12
我前面胸口疼喝了这心通口服液，效果不错，停了个多月，现在又有点疼，想从你们这买点，但不知道你们这里怎么购买呢！,其他,12
我最近大都是过个一个多月就会头痛一次，吃复方羊角片后睡一觉就会没事了，是啥病？,病因,1
痔疮复发了怎么办？,治疗方法,5
我妈妈患有心肌梗死，但是医生为什么开了力乐尔呢？患有心肌梗死为什么吃力乐尔治疗啊？力乐尔不是治疗糖尿病的药吗？,其他,12
医生您好，我最近上呼吸道感染，然后吃了药，过不到三个小时就好饿，是什么原因呢？,病因,1
内分泌失调用安利蛋白粉行么，平时都是要怎么做才是比较好的呢？,其他,12
您好口腔粘膜黑棘皮病会传给孩子吗,传染性,7
我晚上经常尿频尿急尿不尽下面还很臭我应该吃什么药才好,治疗方法,5
阴茎短小、房事时间短,其他,12
你好，请问有糖尿病可以使用咳舒糖浆吗？,禁忌,9
我的血糖是餐后6.6可以和吗？要注意什么呀？有副作用吗？,其他,12
鼻咽癌化疗期间可以吃石斛吗？,禁忌,9
问一下特发性皮肤钙化病会传染给其他人吗？,传染性,7
请问得了老年人尿崩症治愈概率几成,治愈率,8
骨葆片这个药品，能不能长期服用的呢？,禁忌,9
家孩子的小脚趾有的血管瘤，有五个月了，開始是脖子那几顆，現在是不斷變多，内蒙古婴儿小脚趾有个血管瘤可以治好吗？,治愈率,8
肛门内疼痒，怎么办？我饮食很清淡，也不抽烟喝酒，这真是头疼,治疗方法,5
想了解紫癜性肾炎的意思是什么,定义,0
男人得痔疮与性生活有关吗？,病因,1
家里前段时间吃剩下些兰释马来酸氟伏沙明片可以不知道应该怎样...,其他,12
你好医生请问脑囊虫能彻底治好嘛,治愈率,8
长痔疮会自然好吗,其他,12
尿频,临床表现(病症表现),3
孩子的脚趾上的血管瘤四厘米，是否可以做微创手术，手术费约多少钱。谢谢。内蒙古婴儿大脚趾血管瘤怎么治？,治疗方法,5
有没有失眠的妈妈？怀孕20周了，这两天老失眠会不会对婴儿有影响。真担心？,临床表现(病症表现),3
怎么治疗脑回状颅皮,治疗方法,5
34岁左右的女人可以吃鱼肝油软胶吗？一天吃多少粒？,其他,12
据说阿立哌唑口腔崩解片不错你们卖的这个保质期24个月是不是啊,其他,12
逃开牙结石,预防,2
脑梗塞病人最近吃药总是吐是怎么回事,病因,1
如果得了咽部麻风治疗时间长吗,治疗时间,11
曾经有过脑血栓，近段时间额头中间很痛，是怎么回事,病因,1
你好我三维超生检查两次都显示骶尾部末端显示不清成角弯曲您帮忙看一下这真的就是脊柱裂吗。,定义,0
血管瘤怎么治疗？手上长了角皮血管瘤怎么治疗比较好？内蒙古婴儿的血管瘤有什么颜色？,相关病症,4
宝宝肛门红的有点溃烂了怎么办？他拉便便时都是水状的，一点一点的挤出来，宝宝只有十几天天天哭闹，睡眠又少怎么办呀？,治疗方法,5
请问血检数值是HCG139是否能确定是怀孕？,其他,12
不定时发生，胸口中间噎着的感觉，不疼也不呼吸困难，症状持续三四年左右,相关病症,4
痔疮与肛裂有哪些区别？,其他,12
支气管炎的食疗配方有什么?,禁忌,9
颈部脊髓损伤怎么办,治疗方法,5
姿态性腰腿痛要做哪些检查,化验/体检方案,10
气血不足所致的心悸，失眠健忘，食少体倦，面色萎黄服用什么治疗好,治疗方法,5
鼻咽肿瘤转移导致颈部淋巴结肿大？,病因,1
支气管扩张如何治疗？,治疗方法,5
有时候感觉缺氧气，感觉胸口闷,临床表现(病症表现),3
胃癌应该如何治疗,治疗方法,5
月经期间可以吃治胃病的中药吗,禁忌,9
宝贝感冒了请问喝什么药,治疗方法,5
请问例假期间能不能打封闭针呢？,禁忌,9
如果得了小儿神经源性膀胱治好希望大么？,治愈率,8
每天早上七点半就起床，晚上还老是失眠该怎么办好我现在怀孕七个月有什么好的办法可以改善这种情况？,治疗方法,5
感冒老不好，肩膀疼痛！,临床表现(病症表现),3
宝宝是否属于便秘,临床表现(病症表现),3
今年16周岁身高158女生经常喝葡萄糖酸钙还能不能长高,其他,12
长期久坐会不会得痔疮,病因,1
甲状腺癌的诱因有哪些,病因,1
热性惊厥怎么诊断,临床表现(病症表现),3
你好，麻烦问一下淋病合并症前列腺炎如何体检？,化验/体检方案,10
主动脉瘤是什么病,定义,0
如果得了颈椎椎管狭窄症如何体检,化验/体检方案,10
想要更好的控制病情用的，我已经服用该药有一个礼拜的时间了，感觉我的血压好像还是有点高。,其他,12
心悸能吃永真片吗,治疗方法,5
请问子宫肌瘤盆腔囊肿该怎么治疗？,治疗方法,5
皮肤骨瘤要做什么化验治疗吗,化验/体检方案,10
臀部护理是不是应该有什么步骤和用品呢？都应该怎么进行？,治疗方法,5
患有内痔，无血便，工作时走路有下坠感，大便时提肛有疼痛感，做过一次注射治疗，未服用过任何药物，应如何治疗？,治疗方法,5
能洗下去，48度的能么，还是要使用含量高一些的呢？,其他,12
我奶奶是有冠心病我不知道冠心舒通胶囊这个药给她吃有没有效果啊，可以吃吗？,其他,12
去都安人民医院能治疗好肺结核吗,化验/体检方案,10
l六岁女孩肚子疼怎么办,治疗方法,5
请问给孩子做肌张力低康复训练应该注意什么呢？多给孩子吃什么好？,其他,12
最近几天我小便完感觉疼痛，而且还有点尿频，请问是怎么回事,病因,1
我想请问下这个偏头痛的预防性治疗吃点盐酸氟桂利嗪胶囊吗？我经常会头痛，一痛起来感觉像是要命一样。,治疗方法,5
几年前二尖瓣膜反流轻度，现在经常心慌，不能受惊吓,其他,12
我女儿4岁，游离三碘甲状腺原氨酸略高？不知什么原因？,临床表现(病症表现),3
冒昧问一下H7N9型禽流感如何体检？,化验/体检方案,10
多发性脑梗塞是怎么回事？,定义,0
怀孕会引起痔疮吗,病因,1
间歇依赖型尖端扭转型室性心动过速是什么病,相关病症,4
你好医生，今晚喝酒后吃了复方氨酚烷胺片和甲硝锉芬不芬胶囊怎么办？,病因,1
便秘，痔疮，便血，痔疮在外面缩不回去，靠饮食治疗，怎么办？痔疮手术能治疗吗？,其他,12
孕妇睡觉半夜总会醒来腰酸背疼睡不着如何是好呢！真是烦死人了。睡不好心情烦躁。,治疗方法,5
请问正处哺乳期有霉菌性阴道炎能用药吗？,禁忌,9
我家宝宝六个月了，拉肚子怎么办,治疗方法,5
膀胱结石应该看啥医生,所属科室,6
小便的时候会痛是什么原因？,病因,1
老年性心瓣膜病看什么医生,所属科室,6
喉咙痒，咳嗽，白色泡沫痰嗓子红肿怀疑是检地上的东西吃引起的，请问怎么治疗,治疗方法,5
为什么会尿频、尿急,病因,1
请问得了巴德-吉亚利综合征会传给孕妇吗,传染性,7
内痔使用马应龙麝香痔疮膏可以吗？平时应该注意什么？,其他,12
痔疮肿痛怎么办,治疗方法,5
便血怎么办,治疗方法,5
痔疮多年，反复发作，肛门肿了，想自行治疗，用什么药物好？,治疗方法,5
打扰问一下钩端螺旋体病的肾损害有什么一同出现,相关病症,4
伸筋片和硫酸氨基葡萄糖片吃吗,其他,12
我儿子腹泻一天了,临床表现(病症表现),3
阴茎短小有什么办法可以治疗,其他,12
怀孕喝水多了羊水多吗？,其他,12
手术治结肠息肉可以根治吗？复发的几率高吗,其他,12
您好小儿猫叫综合征多大几率能治好,治愈率,8
请问脑发育不全性脑积水症状是什么,临床表现(病症表现),3
大便出血，是不是痔疮？,定义,0
