text,label_class,label
药物治疗癫痫需要注意哪些问题?药物治疗是多数癫痫病患者常采取的治疗措施，药物治疗也是目前主要还是以药物治疗为主，药物治疗癫痫需要注意哪些问题也因此成为了许多癫痫患者所关注的问题。,禁忌,9
医生您好，我最近晚上经常上厕所，感觉也没怎么喝水，咳嗽就是觉得急怎么办啊,临床表现(病症表现),3
感觉胸口堵的慌，而且一呼吸就特别疼，很难受，想吐,临床表现(病症表现),3
睡觉时总是胃气胀是怎么回事啊？黛力新是国产的还是进口的？我妈晚上睡不着能服用吗？,其他,12
这几天我的身上长了很多疙瘩，摸起来还有点硬，而且疙瘩上很湿润还有臭味，有增多增大的现象，去看医生说是尖锐湿疣，经过药物治疗现在好了很多，想知道平时应该怎么预防尖锐湿疣。尖锐湿疣都有什么症状啊？吃什么好？,临床表现(病症表现),3
"肛门外湿痒,偶有大便出血，不动手术，吃药能痊愈吗？",治疗方法,5
闺蜜的老公吸毒后经常对他和孩子大打出手，闺蜜身上总是青一块紫一块的，看着很可怜，说她老公以前不是这样的，但是最近溜冰了，脾气变得很暴躁，难以控制,其他,12
请问下这是单纯的白带还是白带精液混合斑,定义,0
孕妇在怀孕期间吃了钙片也会腿抽筋这该怎么办呢！已经每天都有吃钙片的呀！,治疗方法,5
血塞通分散片的副作用大不大呢？一般治疗心绞痛的药物副作用都是挺多的。,病因,1
我肚子肉肉比较多，想减掉，做仰卧起坐大概什么时候做比较好，做多少个,其他,12
我手上长出一块白色的斑点已经三个月时间了，最开始就是有点痒，用了些药水，治疗了一段时间，也没当回事，后来发现白斑还会长大，我就去医院检查了，医生说是白癜风。,临床表现(病症表现),3
忧虑,临床表现(病症表现),3
我伯父反复手指和小腿抽筋，如何进行有效的治疗啊？怎样好,治疗方法,5
你好，我检查二尖瓣轻微反流，有时胸闷，气短，串着疼胸部，天冷了严重，没事老出汗，是不是堵了,病因,1
最近看了一篇报到，有糖尿病的人到了老年特别容易的老年糖尿病肾病，想知道老年糖尿病肾病的症状有什么？,临床表现(病症表现),3
你好。请问辅酶Q0哪里有卖吗，求网址,其他,12
我已经服用盐酸舍曲林已经3个多月，请问能喝啤酒吗？,临床表现(病症表现),3
同型半胱氨酸17.92偏高，有过脑梗塞病史，怎么预防减低氨酸,预防,2
我前两天有便血症状，但是今天又没有出现便血，而且前两次，就一两滴血，这是什么情况？,病因,1
你好，医生，膀胱涨疼几天了谢谢,临床表现(病症表现),3
治疗强迫症的药都会胖吗,临床表现(病症表现),3
以前大便时内痔脱出会自行缩回，最近两天脱出没有缩回，而且很痛，这是什么程度的痔疮，应如何治疗？,其他,12
六个月的宝宝消化不良,治疗方法,5
刚得急性心包炎的时候，症状不严重，也没有特别不舒服的感觉，就没有放在心上，现在被查出急性心包炎伴心包积液，请问急性心包炎伴心包积液怎么治？,治疗方法,5
前段时间跟男朋友第一次发生关系，而且我们交往的时间也不长，听说他以前就有过很多女朋友，后来他告诉我他可能得了尖锐湿疣，我很怕我也被传染了，想知道早期症状是什么样的？,相关病症,4
这是化验的单子及开的药？葡萄糖酸钙什么情况下可以吃，开得有2盒宝宝饮食正常大便正常都可以吃吗？,其他,12
一直有比较严重的内痔，最近大便出血比以前厉害，是内痔出血还是有其他病？内痔出血的特点是什么？,其他,12
阜阳治癫痫专科医院？？羊癫疯得了好几件，之前一直都是服药治疗，但是觉得效果不明显，前几天突然晕倒抽搐，现在有没有什么好的方法呢,其他,12
左腹隐痛是什么回事？肛门老是有水是什么回事？,病因,1
什么样得人容易得心绞痛,预防,2
我月经第4天可以用精油做背吗？,其他,12
心窝部隐痛是怎么回事？,临床表现(病症表现),3
怀孕初期基础体温变化是怎样的？第一次怀孕什么都不太懂，需要慢慢学习。,其他,12
血栓通胶囊是不是可以治高血糖呢？还是吃降糖药啊？,其他,12
我得了尖锐湿疣已经半个月了，多吃什么最好呢,其他,12
我婆婆得了癫痫大概有一年的时间了，平时犯病的时候老是口吐白沫全身抽搐的厉害，特别的恐怖，也一直在吃药但是效果就是不好，请问一下该怎么办啊？用什么方法才能治好癫痫啊？癫痫的治疗方法是什么呢？,治疗方法,5
郑州专看癫痫病的医院如何确诊癫痫病小孩晚上偶尔会有一个胳膊和腿抽搐现象，在当地检查是癫痫病，需要进一步确诊一下,临床表现(病症表现),3
七十味珍珠丸是不是可以给老人家养心安神的呢有没有什么效果啊？,其他,12
酸腿疼爱出汗消化不好大便不成型失眠多梦,临床表现(病症表现),3
我到医院去看了的我有抑郁症吃了半年的盐酸沸西汀怎么不见好那个医生说我吃半年就好了，,其他,12
神经痛应该如何治疗？,治疗方法,5
前段时间发现龟头长了些颗粒，现在发现长得更多了，会痒，没有乱搞过，怀疑得了尖锐湿疣，有什么办法能治好？,治疗方法,5
阜阳癫痫病医院哪家最好？？出车祸以后有的癫痫，在吃德巴金，一个月还会发一次，但是不严重，就是不会说话。那么，脑外伤羊角风治疗方法是什么,其他,12
新生儿4天核磁双侧侧脑室前角旁点状t2flair像高信号是什么意思,定义,0
阴道有水流出来了^_^,临床表现(病症表现),3
医生您好，我最近总是心烦意乱，焦虑不安，自己无法控制情绪，总为以前的事情生气，胡思乱想，该咋办,治疗方法,5
怎样防治直肠癌,预防,2
上海比较好的牛皮癣专科医院？前些天的时候，突然发现身体上面出现了很多癣，形状不太规则，表面还有很多白色的干屑，很厚的一层，而且这些癣还非常顽固，用了很多种药膏也没有治好，后来经过检查，是得了皮肤病牛皮癣。,临床表现(病症表现),3
我脸上的青春痘特别的明显，而且有一些流黄水的情况，我一直想要进行治疗，但是我不知道青春痘到底怎么样才能彻底的治疗好呢？,临床表现(病症表现),3
上海治牛皮癣哪家好？身上好像是银屑病，还不是很严重，用什么药呢？在胳膊上长了一些斑块，像是银屑病样子的，红褐色的斑块、上面也有白皮，痒。想问一下，银屑病要用什么药治疗得好呢？,其他,12
医生你好，我刚才在厕所里面大便，蹲了好久才出来一点，而且肛门有点痛，后来用纸擦屁股时，居然流了点血出来，不是很多，怎么办？是不是病？,其他,12
"宝宝躺着屁股了,正好肛门附近,,总是烂怎么办",治疗方法,5
直肠息肉活检钳切除后多长时间复查,其他,12
用高锰酸钾溶液清洗一天后，蹲下做事情的时候小鸡有点疼，站着就没事。怎么回事,病因,1
贴痔疮贴有用吗？能彻底治疗吗？,其他,12
扩张型心肌病的病因是什么？,病因,1
直肠可以吸收什么药物的营养？,其他,12
心绞痛右边会疼吗,临床表现(病症表现),3
你好！我前几天做胃镜查出浅表性胃炎，ph+620，主志医生给我开了阿莫西林，呋喃，雷贝拉唑，构橼酸铋，但吃阿莫西林分散片有牛奶味会恶心，恶吐，还能吃阿莫西林吗？我的病重吗？,其他,12
2个肉芽，看上去里面好像还没长皮，是由于炎症引起还是没有恢复好，复查时主治医生说是水肿，应怎样护理？,预防,2
"左胸刺痛,心悸是什么原因",病因,1
我们朋友们最害怕的事情就是一些顽固疾病的到来，当了解了这些顽疾人们更是要主动的发现，由于癫痫的出现是会比较的严重，这病人们也是要主动的做好了解，在尽快的了解合理的检查，那么，癫痫病病人的检查有些什么环节?,化验/体检方案,11
阜阳治疗癫痫病哪家好？？我今年23岁了我是女的，有癫痫病2年了，中间就是吃些药物治疗着，只是能控制病情，一不吃药病就会犯，也就是说我的病没有得到缓解，该犯时还是要犯，不知道临床上有什么好方法吗？临床上有治疗癫痫的好方法吗？,治疗方法,5
肛肠病肛门下面有个小眼是怎么回事？刚开始？肛门下面有个小眼是怎么回事？刚开始流血，现在流脓。,临床表现(病症表现),3
请问专家，小孩打生长激素，水剂，粉剂那种好,其他,12
做什么都提不起兴趣什么都不想干只想躺着躺着就会想活着有什么意义呢我这样的人活着就是个痛苦给身边的人带来了痛苦自暴自弃最近更让我恐惧的是轻生的念头愈加强烈了一个人的时候会想很多由不得自己有时候会莫名其妙的哭真的太痛苦了请问我是怎么了,定义,0
这几天我的身上长了很多疙瘩，摸起来还有点硬，而且疙瘩上很湿润还有臭味，有增多增大的现象，去看医生说是尖锐湿疣，经过药物治疗现在好了很多，想知道平时应该怎么预防尖锐湿疣。尖锐湿疣都有什么症状啊？吃什么好？,相关病症,4
弥漫性轴索损伤易发人群有哪些,其他,12
小孩一岁不会吃饭还老吐奶怎么回事？,病因,1
咬嘴唇是强迫症吗,其他,12
那怎么确诊是不是尖锐湿疣呢？我现在在用洗液和康复凝胶去看了大夫，建议我，一直用药大夫说不像尖锐湿疣！,相关病症,4
间质性肺炎的症状是什么啊?,临床表现(病症表现),3
手足徐动症的病因是什么,病因,1
黄疸怎么来治疗,治疗方法,5
您好，请问奥科维高电位治疗仪对治疗脑梗有帮助吗？,其他,12
心包填塞是什么病？,定义,0
你好，我想大概问一下啊有没有糖尿病患者用的无糖型强力枇杷露,其他,12
宝宝嘴里溃疡怎么办,治疗方法,5
请问赖氨肌醇维B12口服液跟赖氨基酸维B12有什么区别呢？谢谢,其他,12
孩子打完吊瓶后开始腹泻吐奶,病因,1
我想要乳果糖口服液，那种比较好,其他,12
女，15，大便出血，第一次.请问这是为什？女，15，大便出血，第一次.请问这是为什么。,病因,1
脑血供不足，椎动脉缺血，耳鸣，脑晕，偏头痛预防，吃了腹泻怎么办？急,治疗方法,5
伯母患有痔疮。痔疮是怎么引起的？,病因,1
一次性服用20粒百乐眠胶囊会死吗？,其他,12
正在吃降压0号，帮帮我啊，有哪些见效快的药物的吗?,其他,12
吃稳心颗粒，请问当中有什么的办法是进行缓解。,其他,12
前段时间我被查出患有不稳定性心绞痛，因为平时生活中，我对于饮食方面就比较注意，所以我想问问，不稳定性心绞痛的护理饮食都有哪些要求？,预防,2
我本身是青海人，在浙江读了四年大学，从大三开始，回到青海后感觉身体有点乏力，走路气喘吁吁的。而且心率也是98左右（安静的时候）。血压也是有点高。但是我去浙江以后，心率和血压都正常了！医生这是什么原因啊？,其他,12
您好，请问请问有治低血糖的二氮嗪吗？,其他,12
哺乳期痔疮怎么办？,治疗方法,5
我到是挺莫名其妙的，不知道为啥得了这病。云南曲靖哪些原因会导致夏季脸上出现白癜风?,其他,12
2岁的宝宝不愿吃饭怎么办,治疗方法,5
你好我有个朋友得了甲亢，症状是心跳加快，请问用什么药可以根治？甲亢灵片,治疗方法,5
颈部脊髓损伤要做哪些检查,相关病症,4
本人男，24岁，今年三月份到现在一直腰痛，时重时轻，症状主要发生于夜里，特别是睡觉后，白天睡觉后也会疼痛，不过痛感不明显，。刚开始是在尾椎骨以上10到20公分出有痛感，后半夜痛感明显，最近一个月疼痛地方转移，主要是左边肋部下方五公分离脊柱大概一手掌宽度，痛感明显，想咨询下，可能是什么症状引起的。有些尿频（睡觉躺床上），其他都还好。,其他,12
请问用试纸是否能测的出怀孕呢？,其他,12
请问5个月的BB可以服用鱼肝油吗,禁忌,9
心率低，以前吃得克朗宁，现在停产了，请问哪个药比较好,治疗方法,5
上月1日来的姨妈这月9日还没来我怕是怀孕了,其他,12
就是白带是奶白色的，有时候外阴也痒，但是用热水洗了一下又好了,临床表现(病症表现),3
有哮喘，一剧烈运动就喘的那种，但是想要通过运动减肥，怎么规划才好，求解答,其他,12
新生儿腿上长个血管瘤怎么办,治疗方法,5
经常久坐，最近排便困难，是不是犯痔疮了？久坐会导致痔疮吗？原因有哪些？,其他,12
白天没什么精神，换了个房间还是这样，有没有什么方法可以帮助到这个症状的,治疗方法,5
我是在户外工作的，最近刚检查出来的白癜风，医生说我不能在户外待太久这是怎么回事？,其他,12
脑挫裂伤颅前颅底骨折能留下后遗症吗,相关病症,4
拉米夫定片(贺普丁)这个药，有糖尿病的人可以服用吗？能不能长期服用？,禁忌,9
便血，检查出事高分化腺癌早期，已做了根治术，医生建议做化疗，是否可以不做？,治疗方法,5
"多年的肺气肿，之前没有喝对药，一直难受,有没有可以起到改善的作用的呢",治疗方法,5
最近总是咳嗽，但是没有痰，就是嗓子痒的难受，这是不是就是老慢支啊？,病因,1
去年6月份甲状腺全切后开始服优甲乐2粒逐渐增加到3•5昨天检查TSH1•5医生说没办法吃4粒。我很担心到底是什么原因想有帮助，谢谢,病因,1
什么是多发性肝血管瘤,定义,0
4个月的宝宝消化不良怎么办,治疗方法,5
"做血管瘤疼不疼,长在我家孩子的手上的血管瘤，有凸起，红色的，珍珠大小，内蒙古婴儿长在手上的血管瘤咋治？",临床表现(病症表现),3
无,其他,12
通脉降糖胶囊具体的功能疗效如何呢？如果一直吃这个药的话有什么害处呢？,其他,12
腰酸尿频尿分叉，液尿比较多，希望快点好。,临床表现(病症表现),3
什么是小儿病毒性心肌炎？,定义,0
本人18岁，现在有女朋友，但是自己的阴茎短小，怎么办,治疗方法,5
龟头下冠状沟出长了一个米粒大小菜花状的东西，不疼不痒没什么感觉。以前感觉皮里面有个小米粒大小的东西我把它弄破了，最近发现变成大米粒大小的菜花状物。请问是不是尖锐湿疣？,临床表现(病症表现),3
阜阳癫痫专科医院？？我同桌在上体育课的时候突然整个人倒在地上，手脚不停的抽搐，后来我才知道他是得了癫痫病，一直在吃药治疗，但是经常会发作，晚上睡觉也会莫名其妙惊醒。,定义,0
高血压180发晕该怎么办？,病因,1
"支气管扩张症是怎么引起的？如何防治支气管扩张？以往的诊断和治疗经过及效果:医院给开的抗生素类的很多,吃后有一定疗效,但已经产生抗药性了,并经常犯.其它:能否治愈吗?对以后的夫妻生活是否有影响吗?",其他,12
支气管扩张，症状为反复咯血，能治愈吗?,治愈率,8
我想请问一下，精神不好，尿频，尿不尽，时而腰疼，不知道这是为什么？,病因,1
医生您好！贫血以前经常手脚抽筋现在后背抽筋了有一个月了,治疗方法,5
睡觉腿抽筋吃什么钙片？我怀孕32周了，最近晚上睡觉感觉腿抽筋，宝妈们有什么好的办法吗？,其他,12
怔忡与心悸有区别吗,其他,12
请问孩子脑发育不全是脑瘫吗？需要怎么样治疗才好啊？需要注意什么呢？,其他,12
我咳嗽了2个多月了，去镇上的医院拍了片和验了血说是肺炎，去住院了3天，后面又吃药了半个月，后面又去门诊打了一个星期的针医生说可以了，还开了一个星期药给我吃，现在还有咳嗽和白色的痰。一热就有很多痰一样,病因,1
心包缩窄的治疗与预防方法有哪些？,其他,12
医生您好！我想请问想买这个琥珀酸美托洛尔缓释片,其他,12
请问白带呈白色但有乳白色物怎么办？,治疗方法,5
据说阿立哌唑口腔崩解片不错你们卖的这个保质期24个月是不是啊,其他,12
姿态性腰腿痛要做哪些检查,化验/体检方案,11
是要很用力深呼吸才缓得过来，胸口很不舒服,其他,12
医生推荐我使用芪苈强心胶囊治疗心衰。,其他,12
这一段时间身体发热，没力气，本来以为是感冒，但是最近病情加重了，伴随有心绞痛。听人说有可能是急性心肌梗塞，想知道急性心肌梗塞的症状是什么？,临床表现(病症表现),3
老是盗汗失眠、腰酸背痛，在性事方面也不是很如意,治疗方法,5
就发作一次，经多次去一些癫痫医院治疗，进行过埋线治疗，但是虽然发作的频率下降，一年左右发作一次，但是还不能完全控制发作，后来慢慢停药，后来有了宝宝后1年半时间，近期又一次发作了，我希望了解一下我应该怎样治疗,治疗方法,5
2013年7月底老是想尿尿，很黄，还有味道，白带还多了点，尿道口瘙痒，有点疼。去医院检查说是得了尿道炎了。医生说先让打吊瓶，我打了一周都没见效果，现在吃利尿消炎丸和克拉霉素有俩月了，小便好多了，也不疼了，白带也正常了很多。医生可以帮忙说下女性尿道炎怎样引起的吗？可以做预防吗？,其他,12
你好，请问一下，珍菊降压片主要针对什么情况？妻子想确定一下这种药的确实效果，详细解说一下，知道的麻烦解答一下，谢谢,其他,12
我喉咙总是感觉有点扩张大那样，会不会得喉癌了,临床表现(病症表现),3
听说盐酸舍曲林片对郁抑症有一定的帮助，不过，盐酸舍曲林片在哪里有卖？这个药在药店能买到吗？,其他,12
我还有九天来月经，这两天乳房胀痛的厉害，今天下午肚子胀痛，上厕所时还有点血，请问是怀孕了吗,定义,0
在么？就是总是打嗝，然后大便黑绿色，怎么回事呢,病因,1
我的朋友是外国人，他吃了8颗布洛芬胶囊，胃疼，嗜睡，因为心情不好喝了不少酒，现在怎么办？,其他,12
我的阴茎短小，怎么办,治疗方法,5
宝宝便秘吃什么水果最好,治疗方法,5
我有尖锐湿疣，最近一段时间就是在吃药，还有就是打点滴治疗了，就是自己的生殖器附近有好多的疣体，很难受，已经有两周左右的时间了。自从知道自己得了这个病，我每天都觉得很不开心，家人都安慰我，但是一点都不管用啊。尖锐湿疣早期症状是什么？平时注意什么？,相关病症,4
刚刚查出来血管瘤。血管瘤长在孩子的肚皮上有4公分大，说是早期.请问下早期能治好吗？内蒙古新生婴儿肚皮上血管瘤能治好不？,治愈率,8
先心病的三级预防是哪些呢？,预防,2
支气管扩张病人平时应注意什么,禁忌,9
混合痔疮是怎么样子的？,相关病症,4
我老公患有糖尿病，最近出现肾虚现象，糖尿病患者能吃艾力达改善性功能减退，勃起不坚吗？,其他,12
喉咙壁有痰，但是没有感冒什么的，有问题吗,临床表现(病症表现),3
北京国奥心理医院看病怎么样？,其他,12
我的血压在68-103正常吗？,其他,12
"孩子今年9岁了因为脑外伤而导致的癫痫病发作症状是意识不清四肢抽搐牙关紧闭口吐白沫每次发作都是五分钟以上,治疗癫痫病选择哪个医院比较好？请问这种情况能治愈吗？",治愈率,8
月经来了4，5天只是小便时有一点点褐色请回话这种情况是不是得了宫颈癌,临床表现(病症表现),3
我想请问一下，小便刺痛，持续不好怎么办？,临床表现(病症表现),3
肺气肿，天气变冷时会发作，吃了复方甘草片会改善很多，就是买不到！,其他,12
我整天感觉不会饿，不想吃饭，担心这样下去会营养不良,临床表现(病症表现),3
慢性肠炎，一停中药大便就不成型，会不会变癌？肠镜有浅糜烂，有白色东西，有斑点充血，是溃疡肠炎吗？,其他,12
期前收缩是什么病,定义,0
脑血管瘤可以吃中药消掉吗,治疗方法,5
妈妈有痔疮，湖南的医疗保险在深圳可以享受吗?,其他,12
孕38周头痛心情烦躁是怎么回事啊？怀孕已经38周了，最近感觉自己心情很烦躁，是不是快要生宝宝了啊？,病因,1
请问两个月没来月经了是什么原因引起的？,临床表现(病症表现),3
脱髓鞘疾病可以治愈吗？,治愈率,8
没有治疗,其他,12
怎么治疗气胸,治疗方法,5
我想同时使用康片和索里昂，这样可以的吗？,禁忌,9
多发肌瘤会影响怀孕吗,其他,12
"手指长的血管瘤可以治疗吗,孩子5个多月大，在手指上长的血管瘤，是红色的血管瘤，有凸起，内蒙古婴儿长在手指的血管瘤危害如何？",临床表现(病症表现),3
强迫症是什么时候提出,定义,0
我今年15岁最近老是要很用力深呼吸才缓得过来，然后用力呼吸感觉胸口很酸。,临床表现(病症表现),3
我前段时间出差的时候因为在酒吧玩了，而且跟一个陌生的男人有过一次性关系，没有使用安全套，第二天早上的时候我发现男人屁股上有好多疣状物，我一查感觉象是尖锐湿疣，我想知道这个病的早期症状是怎么样的，我担心我传染了。,传染性,7
有个朋友是糖尿病患者，最近叫我帮她买熊胆丸这药，不知道这糖尿病的还可以使用的吗？,其他,12
颅内转移瘤是一种什么病？,定义,0
你好，我想买骨松宝胶囊治疗骨质疏松，请问，此药在宁波奉化哪里能买的到呢？,其他,12
出现了严重的顽固疾病大家也都很害怕的，由于要是有问题朋友们也要谨慎的理解一下，由于在临床上出现了癫痫，为了可以尽快有效的了解清楚顽固疾病的详细状况。大家伙须要做好一些必要的癫痫的检查工作。那么，癫痫的检查相关知识点有些什么?,临床表现(病症表现),3
得了内痔怎么办？,治疗方法,5
老年人正常压力脑积水有什么饮食禁忌吗？,禁忌,9
请问颅骨缺损综合征症状是什么,临床表现(病症表现),3
哺乳期可以吃五维赖氨酸颗粒嘛,治疗方法,5
你好，宝宝8个月晚上睡觉咳的厉害，白天偶尔咳嗽，已半月,治疗方法,5
痔疮出血用什么中药,治疗方法,5
严重病毒性心肌炎小儿有什么症状？,临床表现(病症表现),3
我前几天感冒后就一直咳嗽而且还有痰，有时候呼吸不太通畅还会有喘息的现象，后来一直咳嗽不见好就去医院检查，说是患上了支气管炎，这个要怎么根治呢?,治疗方法,5
医生有说是天然的可以长期吃。有谁吃过的可以说一下吗？要怎样才可以改善这种症状？,其他,12
请问月经推迟很多该怎么办？,病因,1
我想请问一下，小便排尿痛用什么东西堵塞复发一次,其他,12
儿童抽动症如何诊断？,临床表现(病症表现),3
请问中度宫颈糜烂能保守治疗吗？,治愈率,8
便秘，真难受啊！,其他,12
怀孕初期睡觉老是睡不着怎么办？怀孕2个月了，不知最近怎么了老是睡不着，该怎么办？,治疗方法,5
我去年得的肺炎，左肺下叶少许炎症，在固安县医院开的药，西药吃了一个月，中药吃了3个多月，一直不见好，复查也是还有炎症,病因,1
慢性肛管直肠炎有什么症状？用什么药物有效治疗？,其他,12
高血压有什么前兆和预防措施？,病因,1
外婆一直都有高血压，昨天突然晕倒在家里，幸亏我舅及时送往医院，医生说外婆心脏扩大导致心功能降低，还在抢救中，我想问一下心脏扩大导致心功能降低还有救吗？,治愈率,8
请问子宫切除后腹痛怎么办？,治疗方法,5
本人今年16，最近感觉睾丸多长了一块肉，不痛不痒的，是睾丸癌吗,临床表现(病症表现),3
睾丸下降手术后会对生育有影响吗？,其他,12
身体长久的处于不舒服的情况，实在受不了了就去医院检查，等检查报告出来的时候说是得了血管瘤，是良性的，血管瘤还分良性和恶性？内蒙古婴儿会张血管瘤吗？,病因,1
大便出血大概两个月，通过改善饮食和每天坐浴可以痊愈吗？不用药可以治疗内痔吗？如果用药用什么药？,其他,12
"年龄50,男，出现幻觉，神志不清，恢复正常后烦躁，手心出汗",临床表现(病症表现),3
大便有血，无疼，无不舒服，就是先有血后有便，有一星期，应如何治疗？,治疗方法,5
您好，我的鼻子上胎带的一块斑，我不确定是不是有大夫说是血管瘤，都不是很肯定，如果是血管瘤的话，内蒙古婴儿海绵性的血管瘤怎么治疗？,治疗方法,5
最近突然出现胸闷、气短、呼吸困难、还伴有咳嗽，晚上更厉害，这是怎么回事有什么好的建议,其他,12
我婆婆经常血管神经性头痛，那我该买哪种药啊,治疗方法,5
慢性食管炎要做哪些检查,治疗方法,5
龟鹿补肾片?主治那方面？阴茎短小可以治吗？刚才我看了下，还有龟鹿补肾丸，和龟鹿补肾片?一样吗？,其他,12
达州哪里肛肠医院治疗便秘好怎样才能解决便秘,治疗方法,5
一个朋友在最近有了越来越瘦的情况，而且看着他也没有精神，到医院检查后，发现得了间质性肺炎了，那么，间质性肺炎治的好吗？,治愈率,8
打了三天吊瓶，今天尿检医生说正常了,治疗时间,10
眼部神经纤维瘤病有什么饮食禁忌吗？,禁忌,9
医生，请问我尿后余沥该怎么办,治疗方法,5
鼻炎能引起临界高血压吗?,其他,12
没有放支架是否还吃波立维应该怎么服用此药呢？,其他,12
摩罗丹小蜜丸的功能主治是什么呢？禁忌是什么呢？,其他,12
轻微心绞痛吃什么药,治疗方法,5
最近经常咳嗽，流鼻涕眼泪。,临床表现(病症表现),3
晚上睡不着总是瞎想，怎么办好呢？肯定是我自己快生了才会这样的。,治疗方法,5
小孩有点拉肚子,临床表现(病症表现),3
慢性支气管炎有哪些症状,临床表现(病症表现),3
孩子胸壁凹陷有哪些表现和诊断？,其他,12
我前段时间发现身上起一块白点，刚开始没有太在意，慢慢变得越来越大，而且有时会有点痒，所以就去医院检查，医生看了之后说是白癜风。,相关病症,4
阴茎短小，勃起不硬,其他,12
前列腺结石是怎么形成的请知道的医生说一下，谢谢,病因,1
女性尿频尿急是什么问题,治疗方法,5
为什么屁眼总是痒啊？,病因,1
经痛特别痛，缓解不了,临床表现(病症表现),3
类肺炎性胸腔积液是什么病,定义,0
导致慢性支气管炎的原因是什么,病因,1
心绞痛是剌痛吗,临床表现(病症表现),3
小儿癫痫发作诱发失语综合征怎么办,治疗方法,5
小儿颅内出血可以怎么预防,预防,2
求助大家！宝宝的臀部红肿还长了脓包如何治疗？当时只是尿布疹，现在越变越严重了。,治疗方法,5
孩子肛门疼怎么回事,临床表现(病症表现),3
支气管哮喘的临床特征主要是什么,临床表现(病症表现),3
咨询一下，德巴金丙戊酸钠缓释片大概是多少钱呢，想买来给我爷爷治疗癫痫的，不知道行不行,其他,12
可不可以服用散结镇痛胶囊，心慌慌的请问吃什么药对症有什么急时应对措施？,治疗方法,5
山东步长出的稳心颗粒(无糖型)这里有出售的吗?服用需注意些什么？,其他,12
请问一下，要计划怀孕，男方一直在咳嗽，用药断断续续，影响宝宝的健康不,治疗方法,5
小儿麻痹症是什么？我听到有宝妈讨论小儿麻痹症的，我好奇的，谁知道小儿麻痹症是什么？,定义,0
"小孩的血管瘤你那里能治疗吗,长在我家孩子脸上的血管瘤，有凸起，豆粒大小，红色，内蒙古婴儿长在脸上的血管瘤咋治呢？",治疗方法,5
慢阻肺有什么症状？,临床表现(病症表现),3
我想买三唑仑，有卖吗？,其他,12
请问宝宝吃什么牌子鱼肝油好啊？这样会不会有什么防腐剂或者化学物品啊？需要注意什么啊？,其他,12
对甲醛经常过敏，头痛，流鼻涕，嗓子氧，四肢无力？,临床表现(病症表现),3
"小孩子老是拉肚子,怎么办",治疗方法,5
我大姨妈过去半个月又来了，而且很多,临床表现(病症表现),3
抑郁是什么病？,定义,0
小孩吃东西就说肚子痛还吐是怎么回事,病因,1
八个月的宝宝大便什么颜色,定义,0
我的叔叔最近一段时间老是胸闷，气短，咳嗽，咳痰，恶心，吃不下东西，整个人特别的没有精神去看了一下，医生说是支气管扩张，支气管扩张减轻的症状是什么？,临床表现(病症表现),3
一个星期前去检查有尿路感染打点滴3天，然后没有不舒服了，医生一个化验单说支原体感染，然后现在月经干净后就阴道有点痒是怎么回事,临床表现(病症表现),3
食管癌手术后需要进行放疗吗,治疗方法,5
你好，喝了一瓶红酒，第二天特别恶心怎么回事,病因,1
小孩现在十几天了，肚子有点胀。经常拉稀,临床表现(病症表现),3
空复血糖为89。体重降轻，请问吃什么药为好,治疗方法,5
全身痛，胸口痛，脸变刑我的病，要多少个疗程才能治愈？,治疗方法,5
我吸烟九个月，一天平均四根，吸烟期间有时几个月不抽烟，刚戒掉，请问对肺部和身体有什么影响与后果？,其他,12
癫痫的病因复杂、诱因广泛、临床表现症状多样的反复突然发作的脑部疾病，其发作给患者家人的伤害都是无法估量的。很多到结婚年龄的患者会问癫痫病患者能结婚吗?,其他,12
失眠，心悸，烦躁易怒，性欲高，伴有腰膝酸软，腰痛，肾阳虚，,其他,12
里急后重严重，晚上去3次厕所，便量少;大便稀，没便血症状！肛门痛，小腹疼痛。情绪易激动，要吃些什么药？,治疗方法,5
患上了外痔有哪些症状？,相关病症,4
血栓性痔疮不手术可以吗,治疗方法,5
间质性肺炎有治愈的可能吗,治愈率,8
上鄂出现小肿块，有点硬硬的感觉，是什么原因,相关病症,4
是想买该药来治疗肺气肿的，我是听该药的口碑还是很不错的，见该药的功效也算是蛮适合我的。,其他,12
我想知道有什么比较好的药物可以替代这个缬沙坦胶囊(怡方)？,治疗方法,5
男57岁，是患有高血压的，要吃高血压药每天，我可以吃的吗啊？,其他,12
我自从被查出二尖瓣关闭不全就特别紧张，我是一个普普通通的上班族，听说很多心脏病都需要换心脏，我就想问，二尖瓣关闭不全需要换心脏吗？,治疗方法,5
成都治疗便秘医院怎么快速排便?,治疗方法,5
用高锰酸钾熏蒸痔疮，是混合痣急性发作，产褥期间不能做手术，怎么办？,其他,12
半夜突然肚子疼，怎么办？,病因,1
"请问大便的时候肛门疼是什么情况。平时没反应，就是大便快结束的时候痛,一天大便2-3次",病因,1
"我家宝宝一岁8个月，胳膊上有个血管瘤，医生说让做手术，这么小做合适吗？什么季节好，恢复快吗,内蒙古婴儿得了血管瘤哪里治较好？",其他,12
颅内转移瘤怎么回事,定义,0
想要治愈心动过缓.心宝丸是不是有效药?,其他,12
"肛门外湿痒,偶有大便出血，不动手术，吃药能痊愈吗？",治疗方法,5
